"rent" "floor.size" "year" "location" "Gute.Wohnlage" "Beste.Wohnlage" "Keine.Wwv" "Keine.Zh" "Kein.Badkach" "Besond.Bad" "Gehobene.Kueche" "zim1" "zim2" "zim3" "zim4" "zim5" "zim6"
9.83 32 1957 133 1 0 0 0 0 0 0 1 0 0 0 0 0
8.83 65 1968 207 0 0 0 0 0 0 0 0 0 1 0 0 0
9.41 49 2001 20 1 0 0 0 1 0 0 0 1 0 0 0 0
8.32 96 1918 81 0 0 0 0 0 0 0 0 0 1 0 0 0
5.28 110 1918 299 0 0 1 0 0 0 0 0 0 1 0 0 0
7.39 65 1971 139 0 0 0 0 0 0 0 0 0 1 0 0 0
7.05 80 1918 76 0 0 1 1 0 0 0 0 0 0 1 0 0
12.95 40 1993 223 1 0 0 0 0 0 1 0 1 0 0 0 0
11.13 27 1972 98 1 0 0 0 1 0 0 1 0 0 0 0 0
9.98 42 1960 133 1 0 0 0 1 0 0 0 1 0 0 0 0
10.74 50 1960 204 0 0 0 0 0 0 0 0 0 1 0 0 0
10.46 110 1960 329 1 0 0 0 0 0 1 0 0 1 0 0 0
2.16 52 1918 76 0 0 0 1 0 0 0 0 1 0 0 0 0
8.15 40 1973 344 1 0 0 0 0 0 0 1 0 0 0 0 0
10.61 24 1960 127 1 0 0 0 1 0 0 1 0 0 0 0 0
10.58 70 1967 303 0 0 0 0 0 0 1 0 0 1 0 0 0
7.63 152 2000 270 1 0 0 0 0 0 0 0 0 0 0 1 0
8.66 28 1972 126 0 0 0 0 0 0 0 1 0 0 0 0 0
10.04 30 1978 8 1 0 0 0 0 1 0 1 0 0 0 0 0
10.02 62 1957 89 1 0 0 0 0 0 0 0 0 1 0 0 0
8.32 81 1981 248 0 0 0 0 0 0 0 0 0 1 0 0 0
8.66 74 1998 189 0 0 0 0 0 0 0 0 0 1 0 0 0
4.95 52 1987 82 0 0 0 0 0 0 0 0 1 0 0 0 0
11.08 36 1967 124 0 0 0 0 0 0 0 1 0 0 0 0 0
5.16 120 1918 340 0 0 0 0 1 0 0 0 0 0 1 0 0
8.86 75 1972 343 0 1 0 0 0 0 0 0 1 0 0 0 0
7.63 65 1918 21 1 0 0 0 1 0 0 0 1 0 0 0 0
7.64 85 1983 185 0 0 0 0 0 0 0 0 0 1 0 0 0
7.72 80 1957 49 0 0 0 0 0 0 0 0 0 0 1 0 0
4.95 75 1948 123 0 0 1 1 1 0 0 0 0 1 0 0 0
10.91 33 1975 269 0 0 0 0 0 0 0 1 0 0 0 0 0
10.09 38 1973 295 1 0 0 0 0 0 0 1 0 0 0 0 0
7.73 110 1960 230 1 0 0 0 0 1 0 0 0 0 1 0 0
10.36 37 1957 52 0 0 0 0 0 0 0 1 0 0 0 0 0
8.22 60 1983 248 0 0 0 0 0 0 0 0 1 0 0 0 0
5.4 74 1924 72 0 0 0 0 0 0 0 0 0 1 0 0 0
8.01 103 1982 69 0 0 0 0 0 1 0 0 0 0 1 0 0
3.72 55 1924 72 0 0 0 0 0 1 0 0 1 0 0 0 0
8.32 83 1918 28 0 0 0 0 1 0 0 0 0 1 0 0 0
12.12 53 1998 198 1 0 0 0 0 0 1 0 1 0 0 0 0
8.96 87 1967 218 1 0 0 0 0 0 0 0 0 0 1 0 0
10.59 98 1991 305 0 0 0 0 0 0 1 0 0 0 1 0 0
9.91 49 1918 88 1 0 0 0 0 0 0 0 1 0 0 0 0
7.01 48 1970 53 0 0 0 0 0 0 0 1 0 0 0 0 0
8.09 83 1960 101 1 0 0 0 1 0 0 0 0 1 0 0 0
7.07 72 1973 182 0 0 0 0 0 0 0 0 0 1 0 0 0
12.54 62 1966 292 0 0 0 0 0 0 0 0 0 1 0 0 0
15.83 42 1957 89 1 0 0 0 0 0 0 0 1 0 0 0 0
12.19 29 1966 128 1 0 0 0 0 0 0 1 0 0 0 0 0
8.6 69 1957 54 0 0 0 0 0 0 0 0 0 1 0 0 0
10.45 68 2000 363 0 0 0 0 0 1 0 0 1 0 0 0 0
6.31 57 1957 132 1 0 0 0 0 0 0 0 1 0 0 0 0
10.96 56 1918 77 0 0 0 0 0 0 0 0 1 0 0 0 0
7.87 75 1970 173 1 0 0 0 0 0 0 0 1 0 0 0 0
9.2 62 1984 190 0 0 0 0 0 0 0 0 1 0 0 0 0
4.81 83 1948 272 0 0 0 0 0 0 0 0 1 0 0 0 0
7.4 101 1918 363 1 0 0 0 0 1 0 0 0 1 0 0 0
8.86 45 1957 147 0 0 0 0 0 0 0 1 0 0 0 0 0
8.98 72 1971 372 0 0 0 0 0 0 0 0 0 1 0 0 0
7.68 82 1918 179 1 0 0 0 0 1 0 0 0 1 0 0 0
7.57 26 1960 29 1 0 0 0 0 0 0 1 0 0 0 0 0
6.93 92 1985 161 0 0 0 0 0 0 0 0 0 0 1 0 0
6.57 100 1918 40 1 0 0 0 0 0 0 0 0 1 0 0 0
5.38 58 1960 140 0 0 1 1 1 0 0 0 0 1 0 0 0
12.82 61 1957 21 1 0 0 0 0 0 1 0 1 0 0 0 0
5.73 73 1960 316 0 0 0 0 0 0 0 0 0 0 1 0 0
10.23 60 1957 123 0 0 0 0 1 0 0 0 0 1 0 0 0
9.81 73 1999 54 0 0 0 0 0 0 0 0 0 1 0 0 0
12.46 27 1971 53 0 0 0 0 1 1 0 1 0 0 0 0 0
8.13 56 1973 269 0 0 0 0 0 0 0 0 1 0 0 0 0
5.34 160 1918 147 1 0 0 0 0 1 0 0 0 0 1 0 0
9.5 62 1966 122 0 0 0 0 0 0 0 0 0 1 0 0 0
6.74 55 1960 49 0 0 0 0 0 0 0 0 0 1 0 0 0
10.32 130 1918 48 0 0 0 0 0 1 0 0 0 0 1 0 0
10.65 50 1918 54 0 0 0 1 1 0 0 0 1 0 0 0 0
7.7 38 1969 178 0 0 0 0 0 0 0 1 0 0 0 0 0
10.08 114 1968 97 0 1 0 0 0 0 0 0 0 1 0 0 0
8.56 140 1918 43 0 0 0 0 0 1 0 0 0 0 0 1 0
6.69 49 1971 140 0 0 0 0 0 0 0 0 1 0 0 0 0
9.1 88 1998 29 1 0 0 0 0 1 0 0 0 1 0 0 0
9.33 43 1939 84 0 0 0 0 0 0 0 1 0 0 0 0 0
10.68 99 1989 223 0 0 0 0 0 0 1 0 0 1 0 0 0
10.32 44 1960 76 0 0 0 0 0 0 0 0 1 0 0 0 0
12.37 81 2000 363 0 0 0 0 0 0 0 0 0 1 0 0 0
3.59 70 1957 7 1 0 0 0 0 0 0 0 0 1 0 0 0
10.11 74 1957 34 1 0 0 0 0 0 0 0 0 1 0 0 0
9.55 54 1960 21 1 0 0 0 0 0 0 0 1 0 0 0 0
8.54 79 1957 101 1 0 0 0 0 0 0 0 0 1 0 0 0
10.22 94 1997 290 0 0 0 0 0 0 0 0 0 0 1 0 0
8.27 47 1972 39 0 0 0 0 1 0 0 0 1 0 0 0 0
7.37 85 1993 378 1 0 0 0 0 0 0 0 1 0 0 0 0
9.93 85 1973 225 1 0 0 0 0 1 0 0 0 1 0 0 0
3.07 57 1957 189 0 0 0 0 1 0 0 0 0 1 0 0 0
10.78 90 1960 106 1 0 0 0 0 0 0 0 0 1 0 0 0
8.41 65 1969 336 0 0 0 0 0 0 0 0 1 0 0 0 0
7.01 78 1960 319 0 0 0 0 0 0 0 0 0 0 1 0 0
4.29 96 1918 366 1 0 1 1 0 0 0 0 0 1 0 0 0
4 178 1918 95 1 0 1 1 0 0 0 0 0 0 0 1 0
8.73 94 1989 154 0 0 0 0 0 0 0 0 0 0 1 0 0
10.23 62 1918 357 0 0 0 0 0 0 0 0 1 0 0 0 0
4.26 97 1924 39 0 0 0 0 0 0 0 0 0 1 0 0 0
6.91 74 1957 168 1 0 0 0 0 0 0 0 0 1 0 0 0
10.1 40 1957 48 1 0 0 0 0 0 0 1 0 0 0 0 0
6.64 80 1918 41 1 0 0 1 1 0 0 0 0 1 0 0 0
10.54 32 1966 8 1 0 0 0 0 0 0 1 0 0 0 0 0
9.59 40 1984 173 0 0 0 0 0 0 0 1 0 0 0 0 0
8.36 70 1966 88 1 0 0 0 1 0 0 0 1 0 0 0 0
7.5 120 1918 299 1 0 0 0 0 0 0 0 0 0 1 0 0
9.71 75 1993 214 0 0 0 0 0 0 0 0 0 1 0 0 0
7.22 70 1980 73 0 0 0 0 0 0 0 0 1 0 0 0 0
7.53 62 1957 71 1 0 0 0 1 0 0 0 1 0 0 0 0
5.1 87 1918 40 1 0 1 1 1 0 0 0 0 1 0 0 0
10.94 52 1987 69 0 0 0 0 0 0 0 0 1 0 0 0 0
7.2 94 1918 41 1 0 0 0 0 0 0 0 0 0 1 0 0
11.39 77 1971 375 1 0 0 0 1 0 0 0 0 1 0 0 0
8.94 35 1918 266 1 0 0 0 1 0 0 0 1 0 0 0 0
10.74 30 1972 46 0 0 0 0 0 0 0 1 0 0 0 0 0
6.95 50 1957 30 1 0 0 0 0 0 0 0 1 0 0 0 0
12.35 51 1983 26 0 0 0 0 0 0 0 0 1 0 0 0 0
6.06 74 1960 53 0 0 0 0 0 0 0 0 0 1 0 0 0
8.25 54 1948 21 1 0 0 0 0 0 0 0 0 1 0 0 0
11.07 31 1972 151 0 0 0 0 0 0 0 1 0 0 0 0 0
8.93 67 1948 94 0 0 0 0 0 0 0 0 1 0 0 0 0
10.58 63 1981 49 1 0 0 0 0 0 0 0 1 0 0 0 0
8.99 63 1979 192 1 0 0 0 0 0 0 0 1 0 0 0 0
4.2 71 1918 83 0 0 0 0 0 0 0 0 1 0 0 0 0
9.46 87 1918 42 1 0 0 0 0 0 0 0 0 1 0 0 0
11.29 91 1966 100 0 1 0 0 1 1 0 0 0 1 0 0 0
7.72 88 1968 182 0 0 0 0 0 0 0 0 0 0 1 0 0
6.29 115 1918 21 1 0 0 0 0 0 0 0 0 0 1 0 0
8.78 99 1918 81 0 0 0 0 0 0 0 0 0 0 1 0 0
11.27 40 1991 324 1 0 0 0 0 0 0 0 1 0 0 0 0
5.19 30 1957 202 0 0 0 0 1 0 0 1 0 0 0 0 0
3.94 30 1966 242 0 0 0 0 1 0 0 1 0 0 0 0 0
9.84 102 1996 336 0 0 0 0 0 0 0 0 0 0 1 0 0
5.59 60 1970 182 0 0 0 0 0 0 0 0 1 0 0 0 0
7.74 79 1966 243 0 0 0 0 1 0 0 0 0 1 0 0 0
12.27 40 1979 158 0 1 0 0 0 0 0 1 0 0 0 0 0
11.22 28 1918 52 0 0 1 1 1 0 0 1 0 0 0 0 0
18.26 98 1994 221 0 1 0 0 0 1 1 0 0 1 0 0 0
5.35 64 1957 171 0 0 0 0 0 0 0 0 0 1 0 0 0
5.99 45 1957 102 1 0 0 0 0 0 0 0 1 0 0 0 0
7.97 50 1966 229 0 0 0 0 1 0 0 0 1 0 0 0 0
10.47 95 1918 88 1 0 0 0 0 0 0 0 0 1 0 0 0
4.42 39 1948 136 0 0 0 1 0 0 0 0 1 0 0 0 0
9.35 93 1918 76 0 0 0 0 0 0 1 0 0 0 1 0 0
10.08 48 1948 8 1 0 0 0 0 0 0 1 0 0 0 0 0
7.52 45 1948 65 0 0 0 0 0 0 0 0 1 0 0 0 0
9.77 62 1973 322 0 0 0 0 0 0 0 0 1 0 0 0 0
8.41 83 1960 106 0 0 0 0 1 0 0 0 0 1 0 0 0
7.37 86 1970 77 0 0 0 0 0 0 0 0 0 0 1 0 0
6.95 73 1957 55 0 0 0 0 0 0 0 0 0 1 0 0 0
11 84 1918 20 1 0 0 0 0 0 0 0 0 1 0 0 0
6.06 62 1969 178 0 0 0 0 1 0 0 0 1 0 0 0 0
7.82 79 1918 29 1 0 0 1 0 0 0 0 0 1 0 0 0
5.73 78 1966 126 0 0 0 0 0 0 0 0 0 1 0 0 0
7.77 74 1966 378 1 0 0 0 0 0 0 0 0 1 0 0 0
7.99 48 1924 357 0 0 0 0 0 0 0 0 1 0 0 0 0
11.59 45 1957 84 0 0 0 0 0 0 0 0 1 0 0 0 0
9.73 41 1957 30 1 0 0 0 1 0 0 1 0 0 0 0 0
6.47 72 1924 288 0 0 0 0 1 0 0 0 1 0 0 0 0
11.12 73 1974 233 1 0 0 0 0 0 0 0 0 1 0 0 0
7.19 73 1970 276 0 0 0 0 1 0 0 0 0 1 0 0 0
